episode,max_tile,score,avg_max_log_500,rate_2048_500,rate_4096_500,eps_per_sec
101600,2048,37884,11.734,0.9140,0.7040,45.4
101800,4096,66272,11.682,0.8960,0.6860,45.4
102000,4096,77932,11.704,0.8920,0.7000,45.4
102200,4096,53472,11.716,0.9020,0.6920,45.4
102400,2048,36860,11.752,0.9160,0.7000,45.3
102600,4096,52544,11.796,0.9220,0.7240,45.3
102800,512,9324,11.772,0.9140,0.7280,45.3
103000,2048,43296,11.738,0.9080,0.7080,45.2
103200,4096,51228,11.744,0.9140,0.7060,45.2
103400,4096,77796,11.726,0.9200,0.7040,45.2
103600,8192,127496,11.724,0.9060,0.7160,45.2
103800,4096,92220,11.728,0.8920,0.7160,45.1
104000,2048,32412,11.738,0.8900,0.7140,45.1
104200,2048,35960,11.696,0.8840,0.7060,45.1
104400,4096,96132,11.708,0.8760,0.7080,45.0
104600,4096,95572,11.754,0.8920,0.7300,44.9
104800,2048,46460,11.756,0.8980,0.7180,44.9
105000,2048,41612,11.730,0.9140,0.7000,44.9
105200,512,8128,11.716,0.9160,0.6840,44.9
105400,4096,82500,11.674,0.8960,0.6740,44.8
105600,8192,122480,11.690,0.8900,0.6860,44.8
105800,4096,60848,11.826,0.9240,0.7440,44.8
106000,1024,15968,11.864,0.9300,0.7680,44.8
106200,4096,79248,11.800,0.9160,0.7420,44.7
106400,4096,70812,11.750,0.9080,0.7260,44.7
106600,4096,60452,11.760,0.9160,0.7160,44.7
106800,4096,61332,11.778,0.9180,0.7160,44.7
107000,4096,91688,11.798,0.9240,0.7360,44.7
107200,1024,17892,11.778,0.9080,0.7320,44.6
107400,2048,30140,11.798,0.9060,0.7320,44.6
107600,4096,98568,11.768,0.8860,0.7340,44.6
107800,8192,100892,11.804,0.9160,0.7500,44.5
108000,8192,108500,11.878,0.9300,0.7660,44.5
108200,2048,35496,11.824,0.9120,0.7360,44.5
108400,4096,70624,11.792,0.9020,0.7380,44.5
108600,8192,127636,11.770,0.8940,0.7120,44.4
108800,4096,51636,11.798,0.9080,0.7180,44.4
109000,4096,53504,11.844,0.9260,0.7380,44.4
109200,8192,127840,11.854,0.9340,0.7500,44.3
109400,4096,68408,11.886,0.9520,0.7740,44.3
109600,4096,70060,11.846,0.9360,0.7480,44.3
109800,4096,78168,11.862,0.9320,0.7480,44.2
110000,512,7992,11.850,0.9200,0.7360,44.2
110200,4096,69808,11.836,0.9120,0.7340,44.2
110400,2048,26508,11.800,0.9120,0.7320,44.2
110600,4096,80848,11.828,0.9280,0.7620,44.1
110800,8192,141320,11.810,0.9200,0.7460,44.1
111000,2048,36892,11.790,0.9160,0.7320,44.1
111200,4096,71892,11.764,0.9040,0.7040,44.0
111400,1024,16036,11.770,0.9000,0.6900,44.0
111600,4096,89620,11.778,0.8940,0.7040,44.0
111800,8192,185752,11.840,0.9120,0.7300,44.0
112000,8192,163920,11.820,0.9000,0.7280,43.9
112200,4096,80192,11.812,0.9060,0.7220,43.9
112400,8192,106372,11.760,0.8960,0.7020,43.9
112600,4096,86344,11.816,0.9040,0.7360,43.9
112800,8192,132436,11.804,0.8960,0.7300,43.8
113000,4096,53532,11.824,0.9080,0.7320,43.8
113200,4096,70420,11.818,0.9120,0.7420,43.8
113400,4096,57436,11.812,0.9160,0.7460,43.7
113600,4096,68804,11.840,0.9240,0.7580,43.7
113800,4096,91988,11.856,0.9300,0.7560,43.7
114000,2048,37532,11.846,0.9280,0.7520,43.6
114200,4096,48468,11.828,0.9060,0.7460,43.6
114400,2048,34392,11.828,0.9080,0.7380,43.6
114600,4096,73196,11.814,0.9060,0.7280,43.6
114800,8192,114436,11.816,0.9060,0.7320,43.5
115000,4096,72432,11.868,0.9180,0.7480,43.5
115200,2048,46708,11.814,0.9100,0.7220,43.5
115400,4096,62700,11.844,0.9180,0.7500,43.5
115600,8192,127676,11.844,0.9140,0.7480,43.4
115800,2048,36980,11.816,0.9040,0.7300,43.4
116000,2048,36044,11.818,0.9100,0.7320,43.4
116200,2048,38996,11.818,0.9040,0.7420,43.4
116400,2048,28068,11.842,0.9060,0.7360,43.3
116600,2048,37148,11.818,0.9080,0.7120,43.3
116800,1024,18512,11.830,0.9140,0.7440,43.3
117000,4096,80244,11.766,0.9000,0.7360,43.3
117200,2048,37808,11.804,0.8860,0.7460,43.2
117400,8192,132736,11.914,0.9140,0.7700,43.2
117600,1024,16452,11.932,0.9360,0.7760,43.2
117800,4096,77824,11.818,0.9140,0.7180,43.2
118000,8192,126668,11.836,0.9140,0.7260,43.1
118200,8192,147964,11.870,0.9200,0.7500,43.1
118400,8192,122308,11.862,0.9240,0.7420,43.1
118600,4096,98996,11.884,0.9280,0.7480,43.1
118800,4096,49136,11.904,0.9260,0.7600,43.0
119000,4096,58772,11.918,0.9220,0.7620,43.0
119200,4096,82008,11.928,0.9260,0.7620,43.0
119400,4096,78852,11.928,0.9260,0.7720,42.9
119600,8192,153032,11.936,0.9400,0.7740,42.9
119800,4096,76444,11.904,0.9340,0.7620,42.9
120000,2048,50816,11.882,0.9320,0.7380,42.9
120200,4096,58812,11.912,0.9300,0.7720,42.8
120400,4096,65600,11.942,0.9400,0.7780,42.8
120600,4096,61424,11.886,0.9280,0.7580,42.8
120800,4096,81244,11.862,0.9200,0.7380,42.7
121000,1024,20436,11.882,0.9160,0.7540,42.7
121200,8192,111032,11.872,0.9140,0.7400,42.7
121400,4096,81000,11.852,0.9180,0.7380,42.7
121600,1024,21736,11.924,0.9280,0.7580,42.6
121800,4096,64764,11.940,0.9280,0.7700,42.6
122000,1024,17868,11.920,0.9080,0.7680,42.6
122200,8192,139900,11.880,0.9100,0.7600,42.5
122400,1024,22396,11.872,0.9200,0.7520,42.5
122600,4096,71588,11.940,0.9400,0.7660,42.5
122800,4096,75764,11.930,0.9200,0.7740,42.5
123000,4096,79808,11.862,0.9120,0.7460,42.4
123200,4096,70392,11.796,0.8940,0.7300,42.4
123400,4096,80880,11.786,0.9000,0.7300,42.4
123600,4096,86668,11.848,0.9140,0.7440,42.4
123800,4096,80404,11.862,0.9120,0.7260,42.3
124000,4096,81348,11.870,0.9020,0.7300,42.3
124200,4096,98244,11.890,0.9100,0.7480,42.3
124400,4096,61036,11.848,0.9000,0.7500,42.3
124600,1024,16660,11.862,0.9020,0.7400,42.2
124800,4096,90684,11.864,0.9100,0.7320,42.2
125000,4096,78500,11.876,0.9240,0.7360,42.2
125200,4096,49868,11.888,0.9220,0.7580,42.2
125400,8192,123400,11.924,0.9220,0.7640,42.1
125600,8192,128924,11.980,0.9340,0.7900,42.1
125800,4096,78284,11.976,0.9420,0.7880,42.1
126000,8192,156848,11.930,0.9400,0.7720,42.1
126200,4096,76868,11.858,0.9340,0.7400,42.1
126400,8192,132712,11.838,0.9100,0.7420,42.0
126600,8192,143708,11.868,0.9040,0.7500,42.0
126800,1024,19392,11.926,0.9180,0.7740,42.0
127000,4096,71620,11.924,0.9200,0.7640,42.0
127200,4096,71536,11.856,0.9020,0.7260,41.9
127400,4096,79428,11.898,0.9000,0.7500,41.9
127600,4096,74692,11.934,0.9240,0.7560,41.9
127800,4096,56404,11.980,0.9360,0.7920,41.9
128000,1024,13724,11.970,0.9240,0.7820,41.8
128200,1024,19732,11.978,0.9320,0.7940,41.8
128400,8192,107124,11.958,0.9300,0.7860,41.8
128600,4096,62252,11.934,0.9220,0.7740,41.8
128800,8192,133472,11.960,0.9120,0.7880,41.7
129000,4096,79392,11.944,0.9120,0.7820,41.7
129200,8192,149028,11.910,0.9140,0.7540,41.6
129400,4096,80548,11.910,0.9100,0.7700,41.6
129600,4096,81132,11.910,0.9060,0.7740,41.6
129800,4096,73052,11.960,0.9140,0.7860,41.6
130000,8192,153036,11.972,0.9300,0.7720,41.6
130200,8192,123272,12.006,0.9420,0.7840,41.5
130400,4096,87180,11.972,0.9320,0.7660,41.5
130600,4096,84864,11.958,0.9160,0.7780,41.5
130800,4096,92296,11.966,0.9160,0.7860,41.5
131000,2048,45140,11.944,0.9260,0.7660,41.4
131200,2048,27876,11.932,0.9260,0.7540,41.4
131400,4096,80136,11.956,0.9280,0.7540,41.4
131600,4096,81996,11.974,0.9260,0.7520,41.4
131800,2048,37828,11.952,0.9180,0.7620,41.3
132000,8192,166076,11.932,0.9240,0.7600,41.3
132200,4096,80328,11.978,0.9300,0.7800,41.2
132400,8192,133616,11.992,0.9300,0.7880,41.2
132600,4096,60072,11.966,0.9280,0.7740,41.1
132800,4096,47848,11.962,0.9240,0.7740,41.1
133000,8192,122968,11.958,0.9240,0.7780,41.0
133200,8192,176208,11.980,0.9260,0.7740,41.0
133400,8192,132988,11.976,0.9260,0.7680,41.0
133600,8192,119604,11.984,0.9240,0.7800,40.9
133800,512,7112,11.978,0.9240,0.7940,40.9
134000,4096,69196,12.004,0.9260,0.7940,40.8
134200,8192,133072,12.006,0.9140,0.7920,40.8
134400,4096,51476,12.018,0.9200,0.7960,40.7
134600,2048,34348,12.006,0.9320,0.7960,40.7
134800,4096,89116,11.990,0.9260,0.7900,40.7
135000,4096,73516,11.974,0.9380,0.7940,40.6
135200,8192,110972,12.006,0.9420,0.7840,40.6
135400,2048,37852,12.016,0.9340,0.7720,40.5
135600,2048,47068,11.986,0.9320,0.7560,40.5
135800,8192,112740,11.992,0.9440,0.7740,40.5
136000,8192,133364,11.976,0.9320,0.7760,40.4
136200,2048,37928,12.012,0.9380,0.7920,40.4
136400,2048,27940,12.012,0.9260,0.7820,40.4
136600,512,9552,11.960,0.9200,0.7660,40.3
136800,8192,121052,11.974,0.9220,0.7760,40.3
137000,4096,82140,12.044,0.9260,0.8060,40.2
137200,8192,110328,12.032,0.9340,0.8020,40.2
137400,4096,69584,12.028,0.9360,0.8100,40.1
137600,2048,25540,11.924,0.9100,0.7680,40.1
137800,2048,38280,11.902,0.9100,0.7520,40.1
138000,4096,76576,11.924,0.9180,0.7460,40.0
138200,8192,177024,11.964,0.9140,0.7640,40.0
138400,8192,164228,11.990,0.9180,0.7660,39.9
138600,2048,45180,12.008,0.9140,0.7780,39.9
138800,4096,80208,12.012,0.9220,0.7820,39.9
139000,8192,109364,12.016,0.9300,0.7780,39.8
139200,4096,78432,12.026,0.9240,0.7940,39.8
139400,8192,103292,12.028,0.9160,0.7960,39.8
139600,2048,43996,11.996,0.9200,0.8000,39.8
139800,4096,76344,11.958,0.9160,0.7880,39.8
140000,512,7780,11.942,0.9160,0.7700,39.7
140200,4096,56884,12.004,0.9360,0.7840,39.7
140400,8192,137920,12.070,0.9440,0.7880,39.7
140600,4096,91676,12.014,0.9440,0.7860,39.7
140800,2048,37772,11.988,0.9280,0.7660,39.6
141000,8192,119848,11.968,0.9220,0.7680,39.6
141200,4096,74036,11.964,0.9180,0.7720,39.6
141400,8192,114368,11.962,0.9180,0.7780,39.5
141600,4096,64352,11.994,0.9200,0.7920,39.5
141800,1024,19832,11.996,0.9240,0.7820,39.5
142000,8192,126140,11.988,0.9260,0.7720,39.5
142200,4096,67708,12.020,0.9200,0.7860,39.4
142400,4096,65532,12.082,0.9180,0.8280,39.4
142600,4096,78204,12.116,0.9320,0.8340,39.4
142800,8192,124000,12.084,0.9440,0.8220,39.3
143000,1024,18564,12.062,0.9360,0.8020,39.3
143200,4096,58720,12.030,0.9280,0.7800,39.3
143400,4096,54720,12.048,0.9220,0.7920,39.3
143600,4096,73324,12.022,0.9060,0.7980,39.2
143800,8192,144240,12.070,0.9160,0.8080,39.2
144000,4096,80312,12.040,0.9300,0.8020,39.2
144200,4096,71992,11.994,0.9320,0.8040,39.2
144400,1024,19300,12.000,0.9340,0.8040,39.2
144600,8192,149880,12.060,0.9400,0.8140,39.1
144800,2048,36920,12.044,0.9400,0.8000,39.1
145000,2048,30800,12.042,0.9320,0.7980,39.1
145200,4096,76092,12.084,0.9400,0.8100,39.1
145400,4096,87544,12.078,0.9420,0.8020,39.1
145600,8192,144560,12.090,0.9340,0.8120,39.0
145800,4096,81372,12.070,0.9280,0.7980,39.0
146000,8192,112248,12.038,0.9220,0.7860,39.0
146200,4096,70404,12.038,0.9300,0.7940,39.0
146400,8192,149780,12.018,0.9280,0.7840,39.0
146600,4096,76512,12.042,0.9340,0.7820,38.9
146800,8192,157180,12.086,0.9420,0.8060,38.9
147000,4096,81836,12.114,0.9440,0.8160,38.9
147200,8192,177256,12.064,0.9460,0.7900,38.9
147400,4096,80260,12.090,0.9380,0.7980,38.8
147600,1024,16936,12.088,0.9440,0.8080,38.8
147800,8192,129776,12.042,0.9280,0.8020,38.8
148000,4096,71144,12.022,0.9340,0.7940,38.8
148200,8192,140000,12.016,0.9360,0.7840,38.8
148400,4096,70732,12.006,0.9300,0.7880,38.8
148600,8192,160864,12.064,0.9380,0.8040,38.7
148800,4096,70976,12.124,0.9440,0.8220,38.7
149000,4096,80412,12.094,0.9320,0.7960,38.7
149200,8192,193128,12.066,0.9360,0.8000,38.7
149400,8192,134428,12.076,0.9460,0.8060,38.7
149600,8192,132936,12.124,0.9420,0.8320,38.6
149800,2048,32940,12.072,0.9160,0.7940,38.6
150000,1024,21832,12.080,0.9260,0.7880,38.6
150200,8192,130724,12.082,0.9320,0.7960,38.5
150400,2048,33064,12.116,0.9400,0.8260,38.4
150600,4096,62196,12.096,0.9420,0.8180,38.4
150800,8192,119992,12.032,0.9300,0.8020,38.4
151000,1024,17136,12.082,0.9400,0.8100,38.4
151200,1024,17108,12.062,0.9380,0.7840,38.3
151400,4096,80228,12.090,0.9400,0.7960,38.3
151600,4096,47704,12.040,0.9260,0.8100,38.3
151800,4096,59572,12.080,0.9360,0.8080,38.3
152000,8192,149828,12.056,0.9360,0.7920,38.3
152200,4096,81268,12.034,0.9340,0.7840,38.2
152400,512,9168,12.056,0.9200,0.7960,38.2
152600,8192,154260,12.076,0.9240,0.7980,38.2
152800,4096,69344,12.100,0.9280,0.8000,38.2
153000,4096,71636,12.114,0.9380,0.8060,38.2
153200,1024,12848,12.130,0.9560,0.8080,38.1
153400,8192,126496,12.128,0.9440,0.8000,38.1
153600,8192,162552,12.092,0.9300,0.7900,38.1
153800,4096,78748,12.082,0.9200,0.8120,38.1
154000,4096,49904,12.030,0.9080,0.7820,38.0
154200,4096,100560,12.044,0.9220,0.7960,38.0
154400,4096,77408,12.072,0.9280,0.7980,38.0
154600,2048,36044,12.072,0.9340,0.7860,38.0
154800,4096,57224,12.112,0.9420,0.8140,38.0
155000,4096,57552,12.074,0.9360,0.8020,38.0
155200,8192,167816,12.094,0.9300,0.8160,37.9
155400,4096,66352,12.062,0.9360,0.7820,37.9
155600,8192,149168,12.020,0.9280,0.7720,37.9
155800,2048,35188,12.012,0.9280,0.7780,37.9
156000,4096,72220,12.062,0.9280,0.8020,37.8
156200,8192,164688,12.098,0.9340,0.8080,37.8
156400,4096,76768,12.064,0.9280,0.8020,37.8
156600,8192,143164,12.052,0.9340,0.7920,37.8
156800,2048,24580,12.088,0.9380,0.7960,37.8
157000,8192,128668,12.102,0.9400,0.7960,37.8
157200,4096,71740,12.132,0.9460,0.8140,37.7
157400,2048,47988,12.136,0.9440,0.8280,37.7
157600,4096,77416,12.068,0.9260,0.7980,37.7
157800,2048,44224,12.066,0.9260,0.7860,37.7
158000,4096,93432,12.080,0.9220,0.7840,37.7
158200,1024,14900,12.034,0.9140,0.7640,37.6
158400,4096,61312,12.022,0.9120,0.7760,37.6
158600,8192,124296,12.032,0.9080,0.7980,37.6
158800,8192,114796,12.074,0.9280,0.7980,37.6
159000,4096,71064,12.124,0.9440,0.7940,37.6
159200,8192,145092,12.128,0.9380,0.7920,37.5
159400,8192,99524,12.126,0.9340,0.7980,37.5
159600,8192,133600,12.108,0.9360,0.8060,37.5
159800,8192,172696,12.136,0.9420,0.8340,37.5
160000,4096,80416,12.136,0.9420,0.8260,37.5
160200,2048,39212,12.156,0.9360,0.8300,37.4
160400,8192,128392,12.116,0.9280,0.8100,37.4
160600,4096,75224,12.138,0.9440,0.8180,37.4
160800,4096,63740,12.044,0.9260,0.7840,37.4
161000,8192,146332,12.076,0.9300,0.7980,37.4
161200,4096,83864,12.106,0.9200,0.8220,37.4
161400,8192,134264,12.160,0.9320,0.8260,37.3
161600,4096,69680,12.156,0.9320,0.8200,37.3
161800,8192,175524,12.122,0.9360,0.8000,37.3
162000,4096,56444,12.098,0.9300,0.7960,37.3
162200,4096,91700,12.158,0.9440,0.8180,37.3
162400,2048,27544,12.176,0.9420,0.8140,37.2
162600,8192,109712,12.110,0.9320,0.8020,37.2
162800,1024,20312,12.106,0.9220,0.8140,37.2
163000,8192,125248,12.048,0.9140,0.7760,37.2
163200,8192,123024,12.022,0.9080,0.7740,37.2
163400,8192,119676,12.028,0.9140,0.7960,37.2
163600,4096,80516,12.090,0.9320,0.8180,37.1
163800,512,7312,12.150,0.9440,0.8320,37.1
164000,1024,15748,12.146,0.9380,0.8140,37.1
164200,8192,132840,12.140,0.9400,0.8060,37.1
164400,8192,154112,12.104,0.9280,0.8060,37.1
164600,4096,61544,12.088,0.9300,0.8060,37.1
164800,8192,128812,12.070,0.9320,0.8020,37.0
165000,8192,172912,12.066,0.9340,0.7880,37.0
165200,2048,56180,12.022,0.9220,0.7660,37.0
165400,1024,18300,12.030,0.9060,0.7700,37.0
165600,4096,53952,12.088,0.9260,0.7880,37.0
165800,8192,123252,12.182,0.9420,0.8340,36.9
166000,2048,65356,12.146,0.9380,0.8260,36.9
166200,4096,80384,12.148,0.9420,0.8260,36.9
166400,8192,143688,12.096,0.9340,0.8080,36.9
166600,4096,80624,12.098,0.9260,0.8080,36.9
166800,2048,36256,12.118,0.9340,0.8200,36.9
167000,4096,81196,12.114,0.9320,0.8240,36.9
167200,2048,36560,12.112,0.9400,0.8220,36.8
167400,64,500,12.100,0.9360,0.8040,36.8
167600,4096,62300,12.088,0.9300,0.8020,36.8
167800,8192,123304,12.106,0.9280,0.8200,36.8
168000,2048,28132,12.126,0.9380,0.8100,36.8
168200,2048,37652,12.110,0.9420,0.7880,36.8
168400,4096,80032,12.142,0.9400,0.8080,36.7
168600,2048,23168,12.144,0.9420,0.8300,36.7
168800,8192,129564,12.144,0.9400,0.8320,36.7
169000,8192,174908,12.110,0.9360,0.8200,36.7
169200,4096,55908,12.130,0.9500,0.8220,36.7
169400,4096,91476,12.128,0.9460,0.8060,36.7
169600,8192,148364,12.170,0.9480,0.8260,36.6
169800,4096,71552,12.126,0.9360,0.8240,36.6
170000,2048,40128,12.124,0.9400,0.8140,36.6
170200,8192,112964,12.156,0.9480,0.8120,36.6
170400,4096,70016,12.160,0.9460,0.8240,36.6
170600,1024,14740,12.122,0.9360,0.8080,36.6
170800,8192,125204,12.194,0.9480,0.8480,36.5
171000,8192,133500,12.194,0.9480,0.8380,36.5
171200,4096,76592,12.164,0.9440,0.8300,36.5
171400,4096,60140,12.190,0.9440,0.8340,36.5
171600,4096,65996,12.168,0.9340,0.8440,36.5
171800,8192,154796,12.154,0.9320,0.8320,36.5
172000,8192,167660,12.178,0.9420,0.8520,36.4
172200,2048,30968,12.186,0.9520,0.8460,36.4
172400,4096,70292,12.116,0.9300,0.8260,36.4
172600,4096,78796,12.050,0.9140,0.7820,36.4
172800,8192,126964,12.064,0.9120,0.7800,36.4
173000,4096,80376,12.088,0.9200,0.7820,36.4
173200,8192,120180,12.100,0.9280,0.7920,36.4
173400,2048,56180,12.082,0.9260,0.7760,36.4
173600,8192,153204,12.174,0.9320,0.8080,36.3
173800,2048,44700,12.208,0.9360,0.8300,36.3
174000,2048,27600,12.104,0.9240,0.7880,36.3
174200,2048,37736,12.124,0.9280,0.7940,36.3
174400,8192,174704,12.098,0.9180,0.7940,36.3
174600,2048,32936,12.136,0.9340,0.8020,36.3
174800,8192,148284,12.120,0.9260,0.8060,36.2
175000,2048,36568,12.140,0.9200,0.8160,36.2
175200,8192,131436,12.178,0.9320,0.8460,36.2
175400,4096,79892,12.190,0.9400,0.8500,36.2
175600,4096,81880,12.158,0.9480,0.8260,36.2
175800,8192,132984,12.118,0.9360,0.8120,36.2
176000,4096,63884,12.118,0.9280,0.8220,36.1
176200,4096,100104,12.102,0.9260,0.8100,36.1
176400,4096,100464,12.130,0.9260,0.8140,36.1
176600,8192,123496,12.170,0.9320,0.8400,36.1
176800,2048,39912,12.162,0.9300,0.8320,36.1
177000,4096,59484,12.154,0.9400,0.8100,36.1
177200,2048,36088,12.130,0.9280,0.7940,36.1
177400,8192,171504,12.108,0.9220,0.8020,36.0
177600,8192,148460,12.138,0.9280,0.8160,36.0
177800,4096,98260,12.150,0.9320,0.8100,36.0
178000,2048,45400,12.134,0.9340,0.8100,36.0
178200,4096,72328,12.138,0.9320,0.8120,36.0
178400,4096,81948,12.122,0.9260,0.8000,36.0
178600,8192,143104,12.144,0.9360,0.8060,35.9
178800,2048,26720,12.136,0.9380,0.7940,35.9
179000,4096,80132,12.166,0.9400,0.8060,35.9
179200,4096,79912,12.202,0.9400,0.8240,35.9
179400,8192,174068,12.164,0.9420,0.8300,35.9
179600,8192,168304,12.164,0.9460,0.8240,35.9
179800,512,6116,12.162,0.9480,0.8300,35.8
180000,4096,58976,12.160,0.9400,0.8360,35.8
180200,4096,71896,12.062,0.9180,0.7880,35.8
180400,1024,20080,12.124,0.9320,0.8040,35.8
180600,8192,172988,12.156,0.9400,0.8220,35.8
180800,4096,57396,12.210,0.9440,0.8480,35.8
181000,8192,155444,12.210,0.9460,0.8500,35.7
181200,8192,130840,12.196,0.9500,0.8420,35.7
181400,4096,89280,12.184,0.9480,0.8340,35.7
181600,2048,35792,12.156,0.9360,0.8160,35.7
181800,4096,76948,12.134,0.9140,0.8160,35.6
182000,1024,19100,12.156,0.9140,0.8120,35.6
182200,8192,132832,12.150,0.9280,0.8180,35.6
182400,512,9508,12.188,0.9420,0.8360,35.6
182600,4096,66392,12.140,0.9400,0.8220,35.6
182800,2048,39524,12.174,0.9420,0.8220,35.5
183000,2048,37980,12.186,0.9380,0.8300,35.5
183200,8192,135184,12.220,0.9340,0.8440,35.5
183400,1024,20076,12.206,0.9320,0.8420,35.5
183600,4096,60336,12.224,0.9480,0.8460,35.5
183800,2048,35528,12.172,0.9480,0.8240,35.4
184000,4096,78704,12.168,0.9480,0.8260,35.4
184200,1024,20572,12.176,0.9480,0.8320,35.4
184400,8192,171632,12.224,0.9460,0.8420,35.4
184600,4096,80348,12.204,0.9480,0.8420,35.4
184800,8192,157800,12.256,0.9640,0.8520,35.3
185000,4096,60676,12.194,0.9520,0.8340,35.3
185200,4096,69476,12.212,0.9560,0.8460,35.3
185400,4096,80700,12.212,0.9520,0.8300,35.3
185600,4096,68136,12.180,0.9460,0.8240,35.3
185800,8192,141236,12.156,0.9400,0.8140,35.3
186000,4096,80304,12.198,0.9480,0.8300,35.2
186200,8192,146024,12.192,0.9460,0.8280,35.2
186400,2048,38796,12.206,0.9520,0.8320,35.2
186600,8192,150636,12.168,0.9440,0.8100,35.2
186800,512,11248,12.178,0.9420,0.8180,35.2
187000,8192,101416,12.196,0.9400,0.8380,35.2
187200,512,8000,12.218,0.9460,0.8500,35.1
187400,4096,57228,12.188,0.9400,0.8340,35.1
187600,8192,171816,12.210,0.9380,0.8380,35.1
187800,4096,68076,12.206,0.9380,0.8420,35.1
188000,4096,72260,12.208,0.9440,0.8480,35.1
188200,8192,136016,12.216,0.9480,0.8520,35.1
188400,8192,132892,12.236,0.9480,0.8500,35.0
188600,4096,78712,12.222,0.9540,0.8420,35.0
188800,8192,174300,12.190,0.9560,0.8300,35.0
189000,8192,113636,12.186,0.9500,0.8340,35.0
189200,2048,37224,12.170,0.9440,0.8300,35.0
189400,8192,170368,12.210,0.9380,0.8520,35.0
189600,4096,61588,12.188,0.9400,0.8500,34.9
189800,4096,97984,12.164,0.9460,0.8300,34.9
190000,2048,40200,12.160,0.9480,0.8080,34.9
190200,4096,45496,12.118,0.9240,0.7860,34.9
190400,4096,75452,12.136,0.9280,0.7940,34.9
190600,4096,60712,12.128,0.9360,0.7960,34.9
190800,8192,134992,12.148,0.9340,0.8080,34.8
191000,8192,174376,12.192,0.9440,0.8340,34.8
191200,1024,12508,12.174,0.9340,0.8320,34.8
191400,8192,147312,12.174,0.9320,0.8300,34.8
191600,4096,72132,12.172,0.9300,0.8460,34.8
191800,4096,123132,12.176,0.9320,0.8400,34.7
192000,8192,153108,12.176,0.9400,0.8280,34.7
192200,4096,96016,12.212,0.9460,0.8420,34.7
192400,8192,129080,12.210,0.9400,0.8600,34.7
192600,4096,79372,12.194,0.9320,0.8360,34.7
192800,8192,146460,12.160,0.9200,0.8160,34.7
193000,4096,71432,12.148,0.9220,0.8120,34.6
193200,8192,160808,12.106,0.9160,0.8120,34.6
193400,1024,17864,12.106,0.9240,0.8180,34.6
193600,1024,21768,12.138,0.9260,0.8100,34.6
193800,8192,176976,12.214,0.9380,0.8360,34.6
194000,8192,201440,12.224,0.9340,0.8440,34.6
194200,8192,165232,12.242,0.9320,0.8540,34.6
194400,4096,76444,12.222,0.9360,0.8480,34.5
194600,8192,114700,12.240,0.9400,0.8480,34.5
194800,4096,71752,12.240,0.9420,0.8400,34.5
195000,4096,97952,12.224,0.9440,0.8600,34.5
195200,4096,76492,12.192,0.9420,0.8520,34.5
195400,8192,112692,12.210,0.9440,0.8460,34.4
195600,4096,59692,12.238,0.9440,0.8480,34.4
195800,8192,160588,12.238,0.9460,0.8540,34.4
196000,8192,123132,12.256,0.9500,0.8620,34.4
196200,4096,73388,12.222,0.9440,0.8460,34.4
196400,4096,64700,12.130,0.9300,0.8140,34.3
196600,8192,134012,12.138,0.9400,0.8140,34.3
196800,8192,124888,12.168,0.9420,0.8160,34.3
197000,2048,45220,12.208,0.9440,0.8200,34.3
197200,4096,50556,12.196,0.9420,0.8140,34.2
197400,2048,45416,12.136,0.9420,0.8040,34.2
197600,1024,12788,12.174,0.9300,0.8320,34.2
197800,4096,75792,12.190,0.9260,0.8440,34.2
198000,4096,66020,12.214,0.9320,0.8460,34.1
198200,8192,132408,12.200,0.9260,0.8300,34.1
198400,4096,65260,12.172,0.9280,0.8220,34.1
198600,4096,61140,12.204,0.9440,0.8260,34.1
198800,1024,16044,12.206,0.9380,0.8360,34.0
199000,8192,162288,12.218,0.9380,0.8400,34.0
199200,8192,166432,12.230,0.9280,0.8360,34.0
199400,1024,20924,12.224,0.9380,0.8360,34.0
199600,8192,130912,12.248,0.9380,0.8460,34.0
199800,4096,83048,12.266,0.9440,0.8480,33.9
200000,4096,77980,12.188,0.9280,0.8320,33.9
200200,4096,74284,12.132,0.9120,0.8220,33.9
200400,512,7368,12.206,0.9340,0.8500,33.9
200600,4096,65996,12.240,0.9440,0.8620,33.8
200800,4096,60712,12.274,0.9500,0.8700,33.8
201000,4096,95096,12.264,0.9440,0.8580,33.8
201200,8192,164640,12.268,0.9500,0.8560,33.8
201400,2048,48144,12.276,0.9460,0.8540,33.8
201600,4096,79728,12.280,0.9440,0.8460,33.8
201800,2048,34168,12.278,0.9440,0.8260,33.7
202000,4096,78468,12.254,0.9440,0.8280,33.7
202200,4096,58376,12.226,0.9500,0.8340,33.7
202400,2048,25060,12.180,0.9480,0.8220,33.7
202600,4096,71132,12.144,0.9280,0.8140,33.7
202800,4096,68584,12.118,0.9220,0.8060,33.6
203000,8192,166676,12.178,0.9260,0.8320,33.6
203200,4096,68204,12.202,0.9220,0.8320,33.6
203400,4096,85392,12.212,0.9420,0.8420,33.6
203600,2048,32520,12.256,0.9520,0.8420,33.6
203800,4096,78776,12.252,0.9460,0.8480,33.6
204000,4096,80248,12.216,0.9360,0.8360,33.6
204200,8192,174116,12.198,0.9340,0.8400,33.5
204400,8192,149884,12.182,0.9400,0.8240,33.5
204600,8192,171732,12.218,0.9440,0.8400,33.5
204800,8192,137828,12.238,0.9440,0.8420,33.5
