episode,max_tile,score,avg_max_log_500,rate_2048_500,rate_4096_500,eps_per_sec
308400,16384,224092,12.350,0.9520,0.8540,28.3
308600,8192,166540,12.378,0.9580,0.8780,28.3
308800,8192,175328,12.432,0.9660,0.8900,28.3
309000,8192,157304,12.386,0.9600,0.8800,28.3
309200,8192,153024,12.378,0.9520,0.8880,28.3
309400,4096,72260,12.324,0.9320,0.8660,28.3
309600,8192,164864,12.328,0.9400,0.8600,28.3
309800,4096,80436,12.318,0.9300,0.8480,28.3
310000,8192,138556,12.334,0.9380,0.8620,28.3
310200,4096,91472,12.368,0.9460,0.8720,28.3
310400,8192,136188,12.364,0.9420,0.8780,28.3
310600,8192,106212,12.390,0.9520,0.8960,28.3
310800,8192,153112,12.352,0.9480,0.8780,28.3
311000,4096,82044,12.356,0.9600,0.8600,28.3
311200,8192,171468,12.352,0.9520,0.8540,28.3
311400,8192,168240,12.368,0.9640,0.8660,28.3
311600,8192,175012,12.350,0.9540,0.8820,28.3
311800,4096,77016,12.378,0.9420,0.8820,28.3
312000,8192,173004,12.316,0.9340,0.8620,28.2
312200,2048,35944,12.310,0.9420,0.8480,28.2
312400,2048,61312,12.332,0.9500,0.8560,28.2
312600,1024,20976,12.380,0.9560,0.8820,28.2
312800,4096,84656,12.410,0.9560,0.8820,28.2
313000,8192,176796,12.364,0.9420,0.8700,28.2
313200,4096,77192,12.348,0.9400,0.8620,28.2
313400,4096,69736,12.360,0.9520,0.8540,28.2
313600,8192,153368,12.380,0.9660,0.8700,28.2
313800,8192,141736,12.316,0.9500,0.8540,28.2
314000,8192,173576,12.310,0.9340,0.8500,28.2
314200,8192,133476,12.354,0.9420,0.8680,28.2
314400,8192,132212,12.424,0.9520,0.8780,28.2
314600,8192,125488,12.442,0.9620,0.8820,28.2
314800,8192,173988,12.448,0.9540,0.8800,28.1
315000,4096,80772,12.388,0.9380,0.8600,28.1
315200,4096,80220,12.384,0.9420,0.8640,28.1
315400,4096,86824,12.342,0.9440,0.8640,28.1
315600,8192,113036,12.394,0.9420,0.8860,28.1
315800,8192,104784,12.368,0.9360,0.8740,28.1
316000,8192,131860,12.380,0.9440,0.8680,28.1
316200,4096,71236,12.394,0.9540,0.8720,28.1
316400,8192,166316,12.362,0.9460,0.8580,28.1
316600,8192,169904,12.382,0.9460,0.8740,28.1
316800,8192,132156,12.410,0.9520,0.8780,28.1
317000,8192,147924,12.404,0.9560,0.8980,28.1
317200,8192,114556,12.372,0.9560,0.8880,28.1
317400,1024,20108,12.340,0.9440,0.8720,28.1
317600,4096,80308,12.322,0.9380,0.8620,28.0
317800,4096,56836,12.350,0.9520,0.8700,28.0
318000,16384,257644,12.322,0.9540,0.8600,28.0
318200,2048,28724,12.300,0.9420,0.8560,28.0
318400,8192,171652,12.322,0.9480,0.8660,28.0
318600,8192,166244,12.226,0.9340,0.8340,28.0
318800,4096,74348,12.232,0.9460,0.8340,28.0
319000,8192,130996,12.318,0.9580,0.8680,28.0
319200,4096,91504,12.390,0.9640,0.8940,28.0
319400,4096,78220,12.364,0.9520,0.8900,28.0
319600,8192,156936,12.330,0.9400,0.8680,28.0
319800,4096,60264,12.376,0.9460,0.8860,28.0
320000,8192,171500,12.414,0.9600,0.8860,28.0
320200,1024,20028,12.412,0.9600,0.8840,28.0
320400,8192,143760,12.372,0.9440,0.8700,28.0
320600,4096,80616,12.324,0.9280,0.8500,28.0
320800,8192,128744,12.376,0.9380,0.8580,28.0
321000,4096,80152,12.424,0.9500,0.8760,27.9
321200,8192,139560,12.368,0.9380,0.8740,27.9
321400,1024,16528,12.342,0.9360,0.8660,27.9
321600,4096,95420,12.398,0.9520,0.8800,27.9
321800,8192,128948,12.370,0.9400,0.8700,27.9
322000,4096,71240,12.386,0.9460,0.8680,27.9
322200,4096,75796,12.372,0.9440,0.8680,27.9
322400,4096,68220,12.384,0.9600,0.8700,27.9
322600,8192,170052,12.402,0.9660,0.8760,27.9
322800,8192,141748,12.412,0.9580,0.8900,27.9
323000,8192,129624,12.342,0.9520,0.8680,27.9
323200,8192,133112,12.310,0.9340,0.8400,27.9
323400,8192,112860,12.334,0.9400,0.8460,27.9
323600,8192,155728,12.362,0.9440,0.8520,27.9
323800,8192,128132,12.378,0.9420,0.8620,27.9
324000,8192,175292,12.390,0.9520,0.8720,27.9
324200,4096,80436,12.368,0.9500,0.8600,27.9
324400,4096,79776,12.360,0.9440,0.8580,27.9
324600,8192,128984,12.328,0.9400,0.8520,27.8
324800,8192,131088,12.314,0.9380,0.8400,27.8
325000,8192,172124,12.350,0.9540,0.8540,27.8
325200,4096,80152,12.360,0.9560,0.8620,27.8
325400,2048,32324,12.370,0.9580,0.8760,27.8
325600,4096,58944,12.328,0.9460,0.8660,27.8
325800,4096,71864,12.322,0.9480,0.8680,27.8
326000,8192,172952,12.422,0.9640,0.8920,27.8
326200,4096,60384,12.452,0.9660,0.8940,27.8
326400,4096,67072,12.414,0.9520,0.8740,27.8
326600,8192,129044,12.396,0.9420,0.8680,27.8
326800,2048,26804,12.364,0.9320,0.8580,27.8
327000,4096,90040,12.346,0.9340,0.8500,27.8
327200,8192,153160,12.320,0.9380,0.8440,27.8
327400,8192,164956,12.320,0.9340,0.8520,27.7
327600,8192,155676,12.302,0.9300,0.8540,27.7
327800,8192,174028,12.350,0.9380,0.8640,27.7
328000,8192,162708,12.336,0.9400,0.8600,27.7
328200,8192,165912,12.296,0.9320,0.8420,27.7
328400,4096,71832,12.372,0.9480,0.8640,27.7
328600,8192,137896,12.404,0.9460,0.8640,27.7
328800,8192,165840,12.448,0.9500,0.8780,27.7
329000,4096,67420,12.438,0.9520,0.8640,27.7
329200,4096,56724,12.408,0.9540,0.8540,27.7
329400,1024,18328,12.324,0.9440,0.8320,27.7
329600,4096,78468,12.336,0.9580,0.8460,27.7
329800,8192,158816,12.372,0.9580,0.8620,27.7
330000,8192,151844,12.342,0.9420,0.8560,27.7
330200,2048,58468,12.334,0.9420,0.8480,27.6
330400,4096,69996,12.304,0.9380,0.8480,27.6
330600,8192,146868,12.294,0.9300,0.8580,27.6
330800,4096,79360,12.294,0.9260,0.8420,27.6
331000,8192,153356,12.350,0.9340,0.8640,27.6
331200,8192,149964,12.412,0.9440,0.8900,27.6
331400,8192,113140,12.472,0.9540,0.8980,27.6
331600,4096,80084,12.438,0.9540,0.8800,27.6
331800,2048,36164,12.390,0.9460,0.8720,27.6
332000,8192,132776,12.390,0.9420,0.8920,27.6
332200,4096,62056,12.364,0.9480,0.8800,27.6
332400,8192,145960,12.288,0.9320,0.8480,27.5
332600,8192,167428,12.322,0.9400,0.8440,27.5
332800,8192,121476,12.334,0.9340,0.8480,27.5
333000,8192,167564,12.406,0.9520,0.8680,27.5
333200,4096,85676,12.388,0.9560,0.8860,27.5
333400,4096,81368,12.402,0.9620,0.8820,27.5
333600,4096,77996,12.426,0.9600,0.8940,27.5
333800,4096,53120,12.430,0.9520,0.8800,27.5
334000,8192,153484,12.416,0.9500,0.8920,27.5
334200,8192,169156,12.392,0.9460,0.8780,27.5
334400,8192,176916,12.428,0.9500,0.8820,27.5
334600,4096,68192,12.380,0.9460,0.8620,27.5
334800,8192,171244,12.350,0.9400,0.8520,27.5
335000,8192,128212,12.338,0.9500,0.8600,27.4
335200,8192,132716,12.306,0.9420,0.8580,27.4
335400,8192,167620,12.406,0.9580,0.8900,27.4
335600,8192,177168,12.436,0.9580,0.8920,27.4
335800,8192,167364,12.428,0.9580,0.8760,27.4
336000,4096,79840,12.408,0.9680,0.8580,27.4
336200,8192,108784,12.416,0.9720,0.8660,27.4
336400,4096,67872,12.438,0.9740,0.8780,27.4
336600,4096,71508,12.448,0.9720,0.8960,27.4
336800,8192,162644,12.436,0.9640,0.8820,27.4
337000,4096,80216,12.438,0.9520,0.8880,27.4
337200,4096,76936,12.384,0.9480,0.8700,27.4
337400,8192,131892,12.348,0.9440,0.8660,27.4
337600,8192,163492,12.392,0.9560,0.8840,27.4
337800,8192,132988,12.436,0.9680,0.9040,27.4
338000,4096,80292,12.414,0.9700,0.8940,27.4
338200,4096,71452,12.398,0.9540,0.8820,27.4
338400,8192,165448,12.342,0.9340,0.8540,27.3
338600,8192,176724,12.348,0.9400,0.8520,27.3
338800,8192,157000,12.388,0.9440,0.8540,27.3
339000,4096,64492,12.424,0.9460,0.8780,27.3
339200,8192,133152,12.358,0.9340,0.8720,27.3
339400,8192,177072,12.332,0.9300,0.8640,27.3
339600,2048,26952,12.338,0.9320,0.8540,27.3
339800,8192,152788,12.414,0.9600,0.8720,27.3
340000,8192,137836,12.434,0.9600,0.8800,27.3
340200,4096,51360,12.418,0.9580,0.8880,27.3
340400,8192,173292,12.374,0.9520,0.8760,27.3
340600,8192,131212,12.372,0.9480,0.8740,27.3
340800,8192,133128,12.380,0.9520,0.8720,27.3
341000,8192,172792,12.390,0.9600,0.8780,27.3
341200,1024,13012,12.334,0.9500,0.8680,27.3
341400,1024,19944,12.312,0.9380,0.8620,27.3
341600,4096,57060,12.332,0.9300,0.8600,27.2
341800,8192,120580,12.342,0.9380,0.8420,27.2
342000,8192,150696,12.380,0.9420,0.8500,27.2
342200,4096,59600,12.416,0.9540,0.8660,27.2
342400,4096,80720,12.400,0.9540,0.8780,27.2
342600,4096,47772,12.408,0.9600,0.8760,27.2
342800,1024,17780,12.442,0.9520,0.8880,27.2
343000,4096,70868,12.452,0.9480,0.8860,27.2
343200,4096,74444,12.414,0.9440,0.8820,27.2
343400,1024,14544,12.394,0.9380,0.8740,27.2
343600,8192,166436,12.372,0.9420,0.8560,27.2
343800,4096,49576,12.424,0.9500,0.8740,27.2
344000,2048,44996,12.424,0.9500,0.8860,27.2
344200,8192,109272,12.400,0.9480,0.8780,27.2
344400,4096,78756,12.408,0.9540,0.8800,27.2
344600,4096,69276,12.406,0.9540,0.8740,27.2
344800,8192,117928,12.422,0.9560,0.8720,27.2
345000,8192,174676,12.430,0.9580,0.8720,27.2
345200,2048,37780,12.446,0.9660,0.8860,27.1
345400,8192,174492,12.472,0.9680,0.8900,27.1
345600,8192,130416,12.428,0.9600,0.8800,27.1
345800,4096,106696,12.396,0.9540,0.8600,27.1
346000,4096,80196,12.396,0.9540,0.8680,27.1
346200,4096,91192,12.384,0.9600,0.8720,27.1
346400,8192,117860,12.366,0.9500,0.8740,27.1
346600,4096,61340,12.390,0.9500,0.8640,27.1
346800,8192,158132,12.458,0.9620,0.8980,27.1
347000,8192,116440,12.422,0.9600,0.8900,27.1
347200,8192,177148,12.444,0.9680,0.8880,27.1
347400,8192,168104,12.398,0.9560,0.8800,27.1
347600,8192,171488,12.370,0.9460,0.8820,27.1
347800,8192,163412,12.334,0.9340,0.8700,27.1
348000,8192,166200,12.360,0.9400,0.8740,27.1
348200,8192,173004,12.424,0.9680,0.8920,27.1
348400,2048,43472,12.440,0.9620,0.8960,27.1
348600,8192,158768,12.462,0.9620,0.9100,27.1
348800,8192,149480,12.434,0.9540,0.8900,27.1
349000,4096,70452,12.440,0.9620,0.8920,27.1
349200,4096,73256,12.438,0.9600,0.9040,27.1
349400,8192,153164,12.416,0.9560,0.9000,27.1
349600,2048,33712,12.388,0.9520,0.8780,27.1
349800,8192,133964,12.346,0.9540,0.8660,27.1
350000,4096,79752,12.386,0.9580,0.8820,27.1
350200,8192,166988,12.386,0.9580,0.8760,27.1
350400,8192,176908,12.392,0.9540,0.8900,27.1
350600,8192,177104,12.402,0.9480,0.8840,27.1
350800,4096,78208,12.356,0.9380,0.8620,27.1
351000,8192,174540,12.384,0.9480,0.8640,27.1
351200,8192,133832,12.348,0.9420,0.8640,27.1
351400,8192,142776,12.386,0.9500,0.8760,27.1
351600,4096,58116,12.390,0.9520,0.8860,27.1
351800,4096,79204,12.398,0.9440,0.8740,27.1
352000,8192,127240,12.364,0.9380,0.8640,27.1
352200,8192,129488,12.390,0.9420,0.8640,27.0
352400,8192,172612,12.450,0.9560,0.8840,27.0
352600,2048,36724,12.450,0.9600,0.8780,27.0
352800,4096,63964,12.434,0.9460,0.8740,27.0
353000,4096,89176,12.438,0.9500,0.8820,27.0
353200,4096,76332,12.438,0.9500,0.8820,27.0
353400,4096,88576,12.406,0.9460,0.8700,27.0
353600,8192,134120,12.422,0.9480,0.8880,27.0
353800,4096,72132,12.414,0.9460,0.8820,27.0
354000,8192,145240,12.424,0.9520,0.8820,27.0
354200,4096,80128,12.452,0.9600,0.9000,27.0
354400,4096,77032,12.438,0.9520,0.9020,27.0
354600,8192,157628,12.398,0.9540,0.8820,27.0
354800,8192,168416,12.400,0.9600,0.8660,27.0
355000,4096,68288,12.424,0.9620,0.8800,27.0
355200,8192,109268,12.418,0.9600,0.8860,27.0
355400,4096,91288,12.394,0.9620,0.8840,27.0
355600,8192,154636,12.386,0.9600,0.8660,27.0
355800,2048,45196,12.440,0.9660,0.8740,27.0
356000,8192,163396,12.422,0.9560,0.8680,27.0
356200,8192,167252,12.390,0.9520,0.8760,27.0
356400,8192,114736,12.400,0.9580,0.8860,27.0
356600,8192,172368,12.422,0.9420,0.8880,27.0
356800,4096,77100,12.444,0.9480,0.8820,27.0
357000,2048,36032,12.416,0.9440,0.8600,27.0
357200,2048,36168,12.380,0.9500,0.8600,27.0
357400,8192,143564,12.392,0.9540,0.8720,27.0
357600,8192,174604,12.434,0.9580,0.8860,27.0
357800,8192,131220,12.466,0.9620,0.8880,27.0
358000,8192,177680,12.470,0.9600,0.9000,27.0
358200,8192,150656,12.434,0.9520,0.8920,27.0
358400,8192,153656,12.408,0.9540,0.8820,27.0
358600,4096,97244,12.422,0.9660,0.8880,27.0
358800,2048,34604,12.446,0.9660,0.8980,27.0
359000,8192,175480,12.432,0.9620,0.8960,27.0
359200,4096,79092,12.418,0.9580,0.8800,27.0
359400,4096,76404,12.468,0.9680,0.8960,27.0
359600,4096,77932,12.402,0.9500,0.8780,27.0
359800,4096,97208,12.468,0.9540,0.8980,27.0
360000,8192,177184,12.474,0.9460,0.9000,27.0
360200,4096,85628,12.494,0.9560,0.8980,27.0
360400,8192,152632,12.470,0.9520,0.8860,27.0
360600,8192,174372,12.436,0.9580,0.8720,27.0
360800,8192,157376,12.440,0.9600,0.8720,27.0
361000,8192,195804,12.480,0.9640,0.8800,27.0
361200,8192,177972,12.488,0.9740,0.9000,27.0
361400,8192,155500,12.476,0.9720,0.9020,27.0
361600,4096,76500,12.466,0.9680,0.8840,26.9
361800,8192,144988,12.444,0.9680,0.8800,26.9
362000,8192,164588,12.398,0.9620,0.8700,26.9
362200,8192,131912,12.426,0.9560,0.8720,26.9
362400,4096,67124,12.442,0.9600,0.8620,26.9
362600,4096,66028,12.368,0.9480,0.8500,26.9
362800,8192,149168,12.366,0.9480,0.8640,26.9
363000,16384,342936,12.290,0.9280,0.8460,26.9
363200,1024,13860,12.366,0.9340,0.8660,26.9
363400,8192,156324,12.438,0.9500,0.8900,26.9
363600,4096,60504,12.414,0.9440,0.8840,26.9
363800,8192,175300,12.470,0.9560,0.8940,26.9
364000,8192,131208,12.488,0.9520,0.9060,26.9
364200,4096,80568,12.450,0.9520,0.8900,26.9
364400,8192,175268,12.404,0.9580,0.8780,26.9
364600,8192,173536,12.384,0.9600,0.8740,26.9
364800,8192,173584,12.442,0.9660,0.8780,26.9
365000,8192,134332,12.474,0.9640,0.8920,26.8
365200,4096,78808,12.502,0.9720,0.9160,26.8
365400,2048,36968,12.480,0.9700,0.8980,26.8
365600,8192,166096,12.476,0.9680,0.8900,26.8
365800,2048,36232,12.444,0.9580,0.8860,26.8
366000,8192,132132,12.414,0.9380,0.8680,26.8
366200,4096,69696,12.424,0.9460,0.8740,26.8
366400,2048,40356,12.410,0.9540,0.8840,26.8
366600,8192,129220,12.452,0.9580,0.8960,26.8
366800,8192,109748,12.508,0.9720,0.9000,26.8
367000,16384,280628,12.492,0.9720,0.8980,26.8
367200,8192,154608,12.490,0.9680,0.8940,26.8
367400,4096,68172,12.422,0.9540,0.8860,26.8
367600,4096,76224,12.460,0.9620,0.9060,26.8
367800,8192,155744,12.506,0.9700,0.9160,26.8
368000,4096,80396,12.466,0.9640,0.8960,26.8
368200,4096,79112,12.424,0.9600,0.8820,26.8
368400,4096,76568,12.404,0.9640,0.8760,26.7
368600,8192,111840,12.410,0.9580,0.8720,26.7
368800,8192,171584,12.382,0.9440,0.8560,26.7
369000,8192,172344,12.404,0.9440,0.8640,26.7
369200,8192,157092,12.450,0.9520,0.8720,26.7
369400,8192,112864,12.450,0.9580,0.8740,26.7
369600,8192,155264,12.410,0.9620,0.8720,26.7
369800,8192,162296,12.434,0.9680,0.8960,26.7
370000,4096,67492,12.404,0.9600,0.8820,26.7
370200,8192,165672,12.426,0.9520,0.8800,26.7
370400,8192,120688,12.414,0.9520,0.8680,26.7
370600,8192,158128,12.448,0.9540,0.8860,26.7
370800,4096,88324,12.414,0.9520,0.8840,26.7
371000,8192,142440,12.456,0.9600,0.9000,26.7
371200,4096,62260,12.438,0.9560,0.8840,26.7
371400,2048,36248,12.430,0.9560,0.8780,26.7
371600,4096,80076,12.352,0.9460,0.8460,26.7
371800,4096,80132,12.384,0.9440,0.8720,26.7
372000,8192,160496,12.456,0.9560,0.9080,26.6
372200,4096,71044,12.448,0.9660,0.8940,26.6
372400,4096,75744,12.402,0.9540,0.8700,26.6
372600,8192,132668,12.454,0.9600,0.8740,26.6
372800,4096,95440,12.448,0.9600,0.8900,26.6
373000,4096,59364,12.482,0.9620,0.9060,26.6
373200,4096,76572,12.442,0.9600,0.8940,26.6
373400,4096,66116,12.454,0.9620,0.8900,26.6
373600,2048,35112,12.476,0.9620,0.8860,26.6
373800,8192,152160,12.484,0.9640,0.8920,26.6
374000,4096,77252,12.452,0.9520,0.8780,26.6
374200,4096,72132,12.418,0.9460,0.8760,26.6
374400,8192,176556,12.386,0.9500,0.8740,26.6
374600,8192,157088,12.336,0.9460,0.8580,26.6
374800,8192,163524,12.404,0.9580,0.8740,26.6
375000,4096,56148,12.434,0.9660,0.8980,26.5
375200,8192,104740,12.448,0.9640,0.8880,26.5
375400,8192,131868,12.454,0.9620,0.8860,26.5
375600,8192,170844,12.406,0.9580,0.8720,26.5
375800,8192,163616,12.412,0.9580,0.8800,26.5
376000,2048,31128,12.414,0.9580,0.8680,26.5
376200,8192,101184,12.466,0.9640,0.8800,26.5
376400,8192,115280,12.490,0.9600,0.8740,26.5
376600,8192,173276,12.492,0.9640,0.8940,26.5
376800,4096,72088,12.448,0.9620,0.8860,26.5
377000,4096,89512,12.440,0.9700,0.8900,26.5
377200,8192,158008,12.456,0.9640,0.8940,26.5
377400,2048,32772,12.476,0.9620,0.9060,26.5
377600,8192,128796,12.454,0.9580,0.9020,26.5
377800,4096,60320,12.468,0.9620,0.8980,26.4
378000,8192,173168,12.436,0.9560,0.9060,26.4
378200,8192,132904,12.470,0.9740,0.9060,26.4
378400,8192,153512,12.384,0.9580,0.8800,26.4
378600,8192,175112,12.396,0.9600,0.8640,26.4
378800,8192,170508,12.472,0.9700,0.8900,26.4
379000,8192,109512,12.434,0.9560,0.8760,26.4
379200,4096,80132,12.442,0.9560,0.8920,26.4
379400,8192,166664,12.450,0.9560,0.8920,26.4
379600,8192,136800,12.452,0.9580,0.8940,26.4
379800,2048,36396,12.480,0.9600,0.8920,26.4
380000,8192,103192,12.444,0.9600,0.8960,26.4
380200,8192,151552,12.426,0.9600,0.9000,26.4
380400,8192,172544,12.396,0.9580,0.8800,26.4
380600,4096,51804,12.366,0.9480,0.8740,26.4
380800,8192,142748,12.390,0.9500,0.8820,26.4
381000,8192,148948,12.408,0.9500,0.8760,26.4
381200,2048,34808,12.400,0.9480,0.8680,26.4
381400,8192,132704,12.434,0.9520,0.8840,26.3
381600,8192,165168,12.426,0.9500,0.8860,26.3
381800,2048,44324,12.426,0.9440,0.8820,26.3
382000,8192,156280,12.442,0.9420,0.8840,26.3
382200,4096,72820,12.470,0.9540,0.8880,26.3
382400,4096,74780,12.446,0.9520,0.8700,26.3
382600,8192,162316,12.400,0.9460,0.8660,26.3
382800,4096,78896,12.394,0.9400,0.8620,26.3
383000,4096,95704,12.476,0.9580,0.8920,26.3
383200,2048,36212,12.492,0.9700,0.8940,26.3
383400,4096,90480,12.434,0.9660,0.8740,26.3
383600,8192,107408,12.420,0.9640,0.8740,26.3
383800,4096,47752,12.432,0.9540,0.8760,26.3
384000,4096,65672,12.414,0.9480,0.8760,26.3
384200,8192,155700,12.364,0.9440,0.8840,26.3
384400,8192,150680,12.366,0.9480,0.8780,26.3
384600,4096,75508,12.400,0.9580,0.8840,26.3
384800,8192,169312,12.432,0.9620,0.8900,26.3
385000,4096,51028,12.442,0.9620,0.8880,26.3
385200,8192,132824,12.502,0.9540,0.9060,26.3
385400,8192,157260,12.454,0.9400,0.8940,26.3
385600,8192,132612,12.452,0.9420,0.8980,26.3
385800,8192,122896,12.406,0.9400,0.8760,26.3
386000,4096,63448,12.426,0.9480,0.8760,26.2
386200,4096,80872,12.424,0.9380,0.8760,26.2
386400,4096,78644,12.454,0.9460,0.8840,26.2
386600,8192,158296,12.498,0.9680,0.9000,26.2
386800,8192,166424,12.458,0.9600,0.8980,26.2
387000,4096,61644,12.454,0.9580,0.8960,26.2
387200,4096,80796,12.448,0.9480,0.8960,26.2
387400,1024,16192,12.422,0.9440,0.8920,26.2
387600,8192,161760,12.458,0.9460,0.8940,26.2
387800,8192,171280,12.452,0.9420,0.8860,26.2
388000,4096,88784,12.458,0.9460,0.8900,26.2
388200,4096,72168,12.462,0.9540,0.8860,26.2
388400,8192,121060,12.422,0.9480,0.8760,26.2
388600,8192,171020,12.488,0.9640,0.8980,26.2
388800,2048,26136,12.524,0.9660,0.9040,26.2
389000,4096,78804,12.478,0.9660,0.8840,26.2
389200,4096,77848,12.414,0.9480,0.8720,26.2
389400,8192,128900,12.394,0.9480,0.8680,26.2
389600,4096,80176,12.422,0.9560,0.8760,26.2
389800,1024,18336,12.436,0.9560,0.8800,26.1
390000,8192,166320,12.454,0.9580,0.8880,26.1
390200,8192,148404,12.470,0.9680,0.9020,26.1
390400,8192,124136,12.486,0.9700,0.9160,26.1
390600,8192,110664,12.474,0.9640,0.9020,26.1
390800,8192,112928,12.486,0.9640,0.8920,26.1
391000,8192,161516,12.468,0.9560,0.8860,26.1
391200,8192,166668,12.400,0.9420,0.8520,26.1
391400,4096,79776,12.384,0.9560,0.8620,26.1
391600,4096,68112,12.480,0.9700,0.8960,26.1
391800,1024,17976,12.450,0.9600,0.8840,26.1
392000,4096,58752,12.434,0.9520,0.8780,26.0
392200,4096,112268,12.460,0.9500,0.8880,26.0
392400,8192,173040,12.470,0.9500,0.8820,26.0
392600,4096,58404,12.478,0.9520,0.8880,26.0
392800,8192,168208,12.472,0.9500,0.8820,26.0
393000,8192,133140,12.472,0.9560,0.8820,26.0
393200,4096,74036,12.408,0.9520,0.8600,26.0
393400,8192,166520,12.418,0.9600,0.8780,26.0
393600,4096,71248,12.422,0.9640,0.8820,26.0
393800,8192,131232,12.396,0.9560,0.8860,26.0
394000,8192,152052,12.438,0.9560,0.8960,26.0
394200,8192,123392,12.464,0.9600,0.8960,26.0
394400,1024,20000,12.450,0.9620,0.8920,26.0
394600,8192,166016,12.458,0.9520,0.8860,26.0
394800,4096,80212,12.426,0.9460,0.8840,26.0
395000,4096,80580,12.436,0.9460,0.8900,26.0
395200,8192,105836,12.458,0.9560,0.9000,26.0
395400,8192,119732,12.480,0.9580,0.8980,26.0
395600,8192,132812,12.488,0.9600,0.8960,25.9
395800,8192,153560,12.540,0.9640,0.9060,25.9
396000,8192,155328,12.540,0.9720,0.9020,25.9
396200,4096,82052,12.516,0.9720,0.9040,25.9
396400,8192,173324,12.436,0.9660,0.8880,25.9
396600,8192,173040,12.464,0.9620,0.8820,25.9
396800,8192,136872,12.434,0.9580,0.8740,25.9
397000,8192,177356,12.452,0.9620,0.8880,25.9
397200,8192,143440,12.452,0.9700,0.8920,25.9
397400,8192,167552,12.442,0.9660,0.8920,25.9
397600,4096,77208,12.376,0.9500,0.8660,25.9
397800,4096,60640,12.420,0.9460,0.8780,25.9
398000,8192,156296,12.400,0.9500,0.8740,25.9
398200,8192,157008,12.354,0.9460,0.8620,25.9
398400,2048,32032,12.396,0.9560,0.8640,25.9
398600,4096,84892,12.422,0.9440,0.8680,25.9
398800,4096,61260,12.418,0.9460,0.8640,25.9
399000,8192,155064,12.374,0.9360,0.8560,25.9
399200,4096,80528,12.402,0.9460,0.8600,25.9
399400,8192,129004,12.484,0.9540,0.8900,25.9
399600,8192,131468,12.512,0.9580,0.9040,25.8
399800,8192,132572,12.470,0.9580,0.8940,25.8
400000,8192,155504,12.422,0.9560,0.8760,25.8
400200,8192,164724,12.414,0.9520,0.8720,25.8
400400,8192,157988,12.442,0.9460,0.8820,25.8
400600,4096,64756,12.466,0.9540,0.8960,25.8
400800,8192,174048,12.406,0.9500,0.8940,25.8
401000,8192,154908,12.450,0.9620,0.9000,25.8
401200,4096,70336,12.472,0.9720,0.8980,25.8
401400,1024,21036,12.436,0.9480,0.8860,25.8
401600,4096,75464,12.430,0.9540,0.8840,25.8
401800,4096,75664,12.416,0.9480,0.8800,25.8
402000,8192,118320,12.436,0.9480,0.8900,25.8
402200,8192,122236,12.424,0.9480,0.8900,25.7
402400,8192,132416,12.394,0.9460,0.8740,25.7
402600,8192,177924,12.434,0.9620,0.8860,25.7
402800,8192,142184,12.380,0.9540,0.8660,25.7
403000,4096,88120,12.370,0.9520,0.8640,25.7
